合興通食品股份有限公司,賴冠豪,TIC-0100,台灣(台中市),http://www.cy-clean.com/gc_company/%e5%90%88%e8%88%88%e9%80%9a%e9%a3%9f%e5%93%81%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
萬鑫企業股份有限公司,鄭榮蘭,TIC-0099,台灣(桃園市),http://www.cy-clean.com/gc_company/%e8%90%ac%e9%91%ab%e4%bc%81%e6%a5%ad%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
中祥食品工業股份有限公司,李昭志,TIC-0098,台灣(桃園市),http://www.cy-clean.com/gc_company/25475/
龍口食品企業股份有限公司,張中光,TIC-0097,台灣(台北市),http://www.cy-clean.com/gc_company/%e9%be%8d%e5%8f%a3%e9%a3%9f%e5%93%81%e4%bc%81%e6%a5%ad%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
麥之田食品屋,林忠義,TIC-0096,台灣(新北市),http://www.cy-clean.com/gc_company/%e9%ba%a5%e4%b9%8b%e7%94%b0%e9%a3%9f%e5%93%81%e5%b1%8b/
慶生堂化粧品股份有限公司,陳玉青,TIC-C0004,台灣(嘉義縣),http://www.cy-clean.com/gc_company/%e6%85%b6%e7%94%9f%e5%a0%82%e5%8c%96%e7%b2%a7%e5%93%81%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
伂橙股份有限公司,尤繹宸,TIC-0094,台灣(新北市),http://www.cy-clean.com/gc_company/25408/
宜大科技股份有限公司,張碩傑,TIC-0093,台灣(宜蘭縣),http://www.cy-clean.com/gc_company/%e5%ae%9c%e5%a4%a7%e7%a7%91%e6%8a%80%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
優然食品生技股份有限公司,徐智鴻,里仁廠商,台灣(台中市),http://www.cy-clean.com/gc_company/%e5%84%aa%e7%84%b6%e9%a3%9f%e5%93%81%e7%94%9f%e6%8a%80%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
台盈有限公司,黃徐碧玲,TIC-0040,台灣(台中市),http://www.cy-clean.com/gc_company/%e5%8f%b0%e7%9b%88%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
帝祥生物科技有限公司,許銘鴻,TIC-0091,台灣(彰化縣),http://www.cy-clean.com/gc_company/%e5%b8%9d%e7%a5%a5%e7%94%9f%e7%89%a9%e7%a7%91%e6%8a%80%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
橘平實業股份有限公司,杜從惠,TIC-0090,台灣(台北市),http://www.cy-clean.com/gc_company/%e6%a9%98%e5%b9%b3%e5%af%a6%e6%a5%ad%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
智捷新創股份有限公司,陳永豪,TIC-0089,台灣(台北市),http://www.cy-clean.com/gc_company/%e6%99%ba%e6%8d%b7%e6%96%b0%e5%89%b5%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
大江生活股份有限公司,林詠翔,TIC-0088,台灣(台北市),http://www.cy-clean.com/gc_company/%e5%a4%a7%e6%b1%9f%e7%94%9f%e6%b4%bb%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
禾園生物科技有限公司,林慶祥,TIC-0087,台灣(嘉義縣),http://www.cy-clean.com/gc_company/%e7%a6%be%e5%9c%92%e7%94%9f%e7%89%a9%e7%a7%91%e6%8a%80%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
絨豐有限公司,魏詩穎,里仁廠商,台灣(桃園市),http://www.cy-clean.com/gc_company/25309/
三皇生物科技股份有限公司,王亭坤,TIC-0086,台灣(台南市),http://www.cy-clean.com/gc_company/%e4%b8%89%e7%9a%87%e7%94%9f%e7%89%a9%e7%a7%91%e6%8a%80%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
廣吉食品股份有限公司,賴勇誠,TIC-0085,台灣(新北市),http://www.cy-clean.com/gc_company/%e5%bb%a3%e5%90%89%e9%a3%9f%e5%93%81%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
大苑子開發股份有限公司,邱瑞堂,TIC-0084,台灣(彰化縣),http://www.cy-clean.com/gc_company/25251/
吉品養生股份有限公司,白佩玉,TIC-0083,台灣(新北市),http://www.cy-clean.com/gc_company/%e5%90%89%e5%93%81%e9%a4%8a%e7%94%9f%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
永晨食品有限公司,溫國祥,TIC-0082,台灣(彰化縣),http://www.cy-clean.com/gc_company/25240/
悅豐食品有限公司,陳宇惇,里仁廠商,台灣(新北市),http://www.cy-clean.com/gc_company/%e6%82%85%e8%b1%90%e9%a3%9f%e5%93%81%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
歡喜旺企業社,周佳慧,里仁廠商,台灣(宜蘭縣),http://www.cy-clean.com/gc_company/%e6%ad%a1%e5%96%9c%e6%97%ba%e4%bc%81%e6%a5%ad%e7%a4%be/
統清股份有限公司,久野 貴久,TIC-0080,台灣(台南市),http://www.cy-clean.com/gc_company/%e7%b5%b1%e6%b8%85%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
我的輕食有限公司,江欣樺,TIC-0077,台灣(高雄市),http://www.cy-clean.com/gc_company/%e6%88%91%e7%9a%84%e8%bc%95%e9%a3%9f%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
豐盟企業股份有限公司,郭信宏,TIC-0076,台灣(台南市),http://www.cy-clean.com/gc_company/25033/
逢興生物科技股份有限公司,王秋月,TIC-0075,台灣(新北市),http://www.cy-clean.com/gc_company/25027/
春喬食品興業股份有限公司,黃冠誌,里仁廠商,台灣(彰化縣),http://www.cy-clean.com/gc_company/%e6%98%a5%e5%96%ac%e9%a3%9f%e5%93%81%e8%88%88%e6%a5%ad%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
中農粉絲有限公司,廖瓊玉,TIC-0074,台灣(南投市),http://www.cy-clean.com/gc_company/25016/
帝勝生技股份有限公司,蔡宗勳,TIC-0073,台灣(台北市),http://www.cy-clean.com/gc_company/%e5%b8%9d%e5%8b%9d%e7%94%9f%e6%8a%80%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
福星食品有限公司,吳國清,TIC-0071,台灣(新北市),http://www.cy-clean.com/gc_company/%e7%a6%8f%e6%98%9f%e9%a3%9f%e5%93%81%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
東翔生技股份有限公司,莊宇程,里仁廠商,台灣(台北市),http://www.cy-clean.com/gc_company/%e6%9d%b1%e7%bf%94%e7%94%9f%e6%8a%80%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
食安生技股份有限公司,廖日興,TIC-0069,台灣(台北市),http://www.cy-clean.com/gc_company/%e9%a3%9f%e5%ae%89%e7%94%9f%e6%8a%80%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
泰泉食品股份有限公司,吳佳珍,TIC-0068,台灣(彰化縣),http://www.cy-clean.com/gc_company/%e6%b3%b0%e6%b3%89%e9%a3%9f%e5%93%81%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
清亦輕生活事業股份有限公司,何文君,里仁廠商,台灣(高雄市),http://www.cy-clean.com/gc_company/%e6%b8%85%e4%ba%a6%e8%bc%95%e7%94%9f%e6%b4%bb%e4%ba%8b%e6%a5%ad%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
宣洋實業股份有限公司,張景芳,TIC-0067,台灣(台北市),http://www.cy-clean.com/gc_company/%e5%ae%a3%e6%b4%8b%e5%af%a6%e6%a5%ad%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
起士公爵有限公司,王奕凱,TIC-0066,台灣(台南市),http://www.cy-clean.com/gc_company/%e8%b5%b7%e5%a3%ab%e5%85%ac%e7%88%b5%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
日光明生物科技有限公司,鍾慶展,TIC-0063,台灣(屏東縣),http://www.cy-clean.com/gc_company/%e6%97%a5%e5%85%89%e6%98%8e%e7%94%9f%e7%89%a9%e7%a7%91%e6%8a%80%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8-2/
台灣雀巢股份有限公司,羅台青,TIC-0062,台灣(台北市),http://www.cy-clean.com/gc_company/%e5%8f%b0%e7%81%a3%e9%9b%80%e5%b7%a2%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
全力專注國際股份有限公司,謝祥凡,TIC-0061,台灣(台北市),http://www.cy-clean.com/gc_company/%e5%85%a8%e5%8a%9b%e5%b0%88%e6%b3%a8%e5%9c%8b%e9%9a%9b%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
兆亨生技有限公司,張惠蘭,TIC-0059,台灣(新北市),http://www.cy-clean.com/gc_company/%e5%85%86%e4%ba%a8%e7%94%9f%e6%8a%80%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
日光明生物科技有限公司,鍾慶展,TIC-C0002,台灣(屏東縣),http://www.cy-clean.com/gc_company/%e6%97%a5%e5%85%89%e6%98%8e%e7%94%9f%e7%89%a9%e7%a7%91%e6%8a%80%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
泰山企業股份有限公司,詹逸宏,TIC-0058,台灣(彰化縣),http://www.cy-clean.com/gc_company/%e6%b3%b0%e5%b1%b1%e4%bc%81%e6%a5%ad%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
乖乖股份有限公司,鍾嘉村,TIC-0065,台灣(桃園市),http://www.cy-clean.com/gc_company/24810/
佳格食品股份有限公司(大園廠),曹德風,TIC-0056,台灣(台北市),http://www.cy-clean.com/gc_company/%e4%bd%b3%e6%a0%bc%e9%a3%9f%e5%93%81%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8%e5%a4%a7%e5%9c%92%e5%bb%a0/
雲林縣虎尾鎮農會,丁榮義,里仁廠商,台灣(雲林縣),http://www.cy-clean.com/gc_company/24792/
章源製粉工廠,林國男,里仁廠商,台灣(嘉義縣),http://www.cy-clean.com/gc_company/%e7%ab%a0%e6%ba%90%e8%a3%bd%e7%b2%89%e5%b7%a5%e5%bb%a0/
勝揚國際企業有限公司,李昌鐸,里仁廠商,台灣(台北市),http://www.cy-clean.com/gc_company/%e5%8b%9d%e6%8f%9a%e5%9c%8b%e9%9a%9b%e4%bc%81%e6%a5%ad%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
潤泉國際企業有限公司,陳啟能,里仁廠商,台灣(新北市),http://www.cy-clean.com/gc_company/%e6%bd%a4%e6%b3%89%e5%9c%8b%e9%9a%9b%e4%bc%81%e6%a5%ad%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
養樂多股份有限公司,松園明洋,TIC-0055,台灣(台北市),http://www.cy-clean.com/gc_company/%e9%a4%8a%e6%a8%82%e5%a4%9a%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
昌德珍實業有限公司,陳郭省,里仁廠商,台灣(台南市),http://www.cy-clean.com/gc_company/%e6%98%8c%e5%be%b7%e7%8f%8d%e5%af%a6%e6%a5%ad%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
聯華製粉食品股份有限公司,林信宏,里仁廠商,台灣(台北市),http://www.cy-clean.com/gc_company/__trashed-2/
瑞士達實業股份有限公司,方星淞,里仁廠商,台灣(新竹市),http://www.cy-clean.com/gc_company/%e7%91%9e%e5%a3%ab%e9%81%94%e5%af%a6%e6%a5%ad%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
茂超醫材生技有限公司,張凱南,里仁廠商,台灣(高雄市),http://www.cy-clean.com/gc_company/%e8%8c%82%e8%b6%85%e9%86%ab%e6%9d%90%e7%94%9f%e6%8a%80%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
日正食品工業股份有限公司,劉慶堂,TIC-0052,台灣(台北市),http://www.cy-clean.com/gc_company/%e6%97%a5%e6%ad%a3%e9%a3%9f%e5%93%81%e5%b7%a5%e6%a5%ad%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
韓順雄,韓順雄,里仁廠商,台灣(苗栗縣),http://www.cy-clean.com/gc_company/%e9%9f%93%e9%a0%86%e9%9b%84/
佳格食品股份有限公司(中壢廠),曹德風,TIC-0048,台灣(台北市),http://www.cy-clean.com/gc_company/%e4%bd%b3%e6%a0%bc%e9%a3%9f%e5%93%81%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
台樹股份有限公司,楊必誠,里仁廠商,台灣(台北市),http://www.cy-clean.com/gc_company/%e5%8f%b0%e6%a8%b9%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
聯銚商行,張絖軒,里仁廠商,台灣(高雄市),http://www.cy-clean.com/gc_company/%e8%81%af%e9%8a%9a%e5%95%86%e8%a1%8c/
布田食品有限公司,陳奕瑋,里仁廠商,台灣(台北市),http://www.cy-clean.com/gc_company/%e5%b8%83%e7%94%b0%e9%a3%9f%e5%93%81%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
萬家香醬園股份有限公司,吳仁春,TIC-0051,台灣(台北市),http://www.cy-clean.com/gc_company/%e8%90%ac%e5%ae%b6%e9%a6%99%e9%86%ac%e5%9c%92%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
歐典生物科技股份有限公司,詹秀娟,TIC-0047,台灣(彰化縣),http://www.cy-clean.com/gc_company/%e6%ad%90%e5%85%b8%e7%94%9f%e7%89%a9%e7%a7%91%e6%8a%80%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
井富油脂企業股份有限公司,蘇昌盛,TIC-0049,台灣(高雄市),http://www.cy-clean.com/gc_company/%e4%ba%95%e5%af%8c%e6%b2%b9%e8%84%82%e4%bc%81%e6%a5%ad%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
明德食品工業股份有限公司,劉宇邦,TIC-0039,台灣(高雄市),http://www.cy-clean.com/gc_company/%e6%98%8e%e5%be%b7%e9%a3%9f%e5%93%81%e5%b7%a5%e6%a5%ad%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
好品味生技食品股份有限公司,苟蓉宜,里仁廠商,台灣(彰化縣),http://www.cy-clean.com/gc_company/%e5%a5%bd%e5%93%81%e5%91%b3%e7%94%9f%e6%8a%80%e9%a3%9f%e5%93%81%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
佳合企業有限公司,朱麗真,里仁廠商,台灣(台中市),http://www.cy-clean.com/gc_company/%e4%bd%b3%e5%90%88%e4%bc%81%e6%a5%ad%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
唯岫有限公司,陳岫虹,里仁廠商,台灣(台中市),http://www.cy-clean.com/gc_company/%e5%94%af%e5%b2%ab%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
三慶貿易股份有限公司,郭峻嘉,里仁廠商,台灣(苗栗縣),http://www.cy-clean.com/gc_company/%e4%b8%89%e6%85%b6%e8%b2%bf%e6%98%93%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
阿金姐工作坊,彭巧嫻,里仁廠商,台灣(新竹縣),http://www.cy-clean.com/gc_company/__trashed/
佳美食品工業股份有限公司,游昭明,TIC-0011,台灣(台中市),http://www.cy-clean.com/gc_company/%e4%bd%b3%e7%be%8e%e9%a3%9f%e5%93%81%e5%b7%a5%e6%a5%ad%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8-2/
達益食品工業股份有限公司,湯正川,里仁廠商,台灣(新北市),http://www.cy-clean.com/gc_company/%e9%81%94%e7%9b%8a%e9%a3%9f%e5%93%81%e5%b7%a5%e6%a5%ad%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
添財薑母茶加工廠,孫添財,里仁廠商,台灣(屏東縣),http://www.cy-clean.com/gc_company/%e6%b7%bb%e8%b2%a1%e8%96%91%e6%af%8d%e8%8c%b6%e5%8a%a0%e5%b7%a5%e5%bb%a0/
全鴻食品行,饒芸綸,里仁廠商,台灣(新北市),http://www.cy-clean.com/gc_company/%e5%85%a8%e9%b4%bb%e9%a3%9f%e5%93%81%e8%a1%8c/
懿鵬實業股份有限公司,邱韻蓉,TIC-0070,台灣(屏東縣),http://www.cy-clean.com/gc_company/%e6%87%bf%e9%b5%ac%e5%af%a6%e6%a5%ad%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
揚明食品有限公司,陳建宇,里仁廠商,台灣(新北市),http://www.cy-clean.com/gc_company/%e6%8f%9a%e6%98%8e%e9%a3%9f%e5%93%81%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
興溢興業有限公司,陳志溢,里仁廠商,台灣(雲林縣),http://www.cy-clean.com/gc_company/24652/
金蘭食品股份有限公司,鍾淳名,TIC-0046,台灣(桃園市),http://www.cy-clean.com/gc_company/24641/
林家庭園股份有限公司,林佳樺,里仁廠商,台灣(台北市),http://www.cy-clean.com/gc_company/%e6%9e%97%e5%ae%b6%e5%ba%ad%e5%9c%92%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
麵本家食品股份有限公司,劉世欣,里仁廠商,台灣(台中市),http://www.cy-clean.com/gc_company/%e9%ba%b5%e6%9c%ac%e5%ae%b6%e9%a3%9f%e5%93%81%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
傳宗食品有限公司,張傳宗,里仁廠商,台灣(台中市),http://www.cy-clean.com/gc_company/%e5%82%b3%e5%ae%97%e9%a3%9f%e5%93%81%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
金精勁實業有限公司,林明忠,里仁廠商,台灣(南投縣),http://www.cy-clean.com/gc_company/%e9%87%91%e7%b2%be%e5%8b%81%e5%af%a6%e6%a5%ad%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
上下游文化工場有限公司,蕭名宏,里仁廠商,台灣(台中市),http://www.cy-clean.com/gc_company/24635/
榮洲食品股份有限公司,何本源,里仁廠商,台灣(台中市),http://www.cy-clean.com/gc_company/%e6%a6%ae%e6%b4%b2%e9%a3%9f%e5%93%81%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
天貝王有限公司,蘇信仁,里仁廠商,台灣(台中市),http://www.cy-clean.com/gc_company/%e5%a4%a9%e8%b2%9d%e7%8e%8b%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
凡止文創有限公司,范雅鈞,里仁廠商,台灣(台北市),http://www.cy-clean.com/gc_company/%e5%87%a1%e6%ad%a2%e6%96%87%e5%89%b5%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
崁頂義興麻油廠,吳振吉,里仁廠商,台灣(屏東縣),http://www.cy-clean.com/gc_company/%e5%b4%81%e9%a0%82%e7%be%a9%e8%88%88%e9%ba%bb%e6%b2%b9%e5%bb%a0/
知樂企業行,陳豐治,里仁廠商,台灣(澎湖縣),http://www.cy-clean.com/gc_company/%e7%9f%a5%e6%a8%82%e4%bc%81%e6%a5%ad%e8%a1%8c/
圓金釀造食品股份有限公司,李和豐,里仁廠商,台灣(新北市),http://www.cy-clean.com/gc_company/%e5%9c%93%e9%87%91%e9%87%80%e9%80%a0%e9%a3%9f%e5%93%81%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
禾康國際食品有限公司,魏宏軒,TIC-0045,台灣(高雄市),http://www.cy-clean.com/gc_company/%e7%a6%be%e5%ba%b7%e5%9c%8b%e9%9a%9b%e9%a3%9f%e5%93%81%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
萱草園,張武增,里仁廠商,台灣(花蓮縣),http://www.cy-clean.com/gc_company/%e8%90%b1%e8%8d%89%e5%9c%92/
鑫豪食品股份有限公司,鐘添丁,里仁廠商,台灣(苗栗縣),http://www.cy-clean.com/gc_company/%e9%91%ab%e8%b1%aa%e9%a3%9f%e5%93%81%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
新源食品有限公司,邱耀宗,里仁廠商,台灣(高雄市),http://www.cy-clean.com/gc_company/%e6%96%b0%e6%ba%90%e9%a3%9f%e5%93%81%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
嘉懋食品企業有限公司,羅玉玲,里仁廠商,台灣(台中市),http://www.cy-clean.com/gc_company/%e5%98%89%e6%87%8b%e9%a3%9f%e5%93%81%e4%bc%81%e6%a5%ad%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8/
