產品名稱,公司,產品類別,銷售通路,公司官網,產品頁面
呷七碗生技南瓜養生沖調,嘉義食品工業股份有限公司,飲品,"['維康藥局', '呷七碗官網', '聖德科斯', 'momo購物', '大樹藥局']",,https://eatender.firdi.org.tw/product/detail?id=13231
新東陽長纖黑豬純肉鬆,新東陽股份有限公司大園廠,配菜,['新東陽專賣店（門市與專櫃）'],,https://eatender.firdi.org.tw/product/detail?id=13172
呷七碗生技黑穀滋補沖調,嘉義食品工業股份有限公司,飲品,"['大樹藥局', '維康藥局', '呷七碗官網', '聖德科斯']",,https://eatender.firdi.org.tw/product/detail?id=13229
廣達香無糖肉鬆(不加鹽),廣達香食品股份有限公司,配菜,"['廣達香官方網站', 'YAHOO超級商城', 'PCHOME商店街', '松果購物']",,https://eatender.firdi.org.tw/product/detail?id=13170
呷七碗生技有機彩虹藜麥十二珍穀飲,嘉義食品工業股份有限公司,飲品,"['聖德科斯', 'momo', '大樹藥局', '維康藥局', '呷七碗官網']",,https://eatender.firdi.org.tw/product/detail?id=13228
新東陽履歷豬肉鬆,新東陽股份有限公司大園廠,配菜,"['蝦皮官方平台', 'yahoo電商平台', 'momo電商平台', 'pc-home電商平台', '新東陽專賣店（門市與專櫃）']",,https://eatender.firdi.org.tw/product/detail?id=13171
喜琵鷥寶寶細肉鬆(原味),駱駝鈴生機股份有限公司,配菜,['健康食彩有機店'],,https://eatender.firdi.org.tw/product/detail?id=13169
晨露寶寶肉鬆,元進莊企業股份有限公司,配菜,['台中新光三越-中港店B2元進莊'],https://reurl.cc/rQMK9r,https://eatender.firdi.org.tw/product/detail?id=13696
義美純豬肉鬆,義美食品股份有限公司,配菜,['義美門市'],www.imeifoods.com,https://eatender.firdi.org.tw/product/detail?id=13723
義大利麵肉醬(原味),新東陽股份有限公司,配菜,['國軍副供站/新東陽特販課(業務需求窗口)'],,https://eatender.firdi.org.tw/product/detail?id=13738
可果美義大利麵醬-蕃茄肉醬,臺灣可果美股份有限公司,配菜,"['momo', 'pchome', '可果美健康宅配網', '美廉社/楓康/地區超市', '家樂福/大潤發/愛買']",https://www.kagome.com.tw/tw,https://eatender.firdi.org.tw/product/detail?id=13716
元采珍饌土雞肉鬆,元進莊企業股份有限公司,配菜,"['蝦皮', '台中新光三越-中港店B2元進莊']",https://www.yjcfood.com/categories/yjc-chicken-floss,https://eatender.firdi.org.tw/product/detail?id=13706
義美雞蛋豆腐,義美食品股份有限公司,配菜,"['楓康超市、地方型超市', '大潤發、家樂福、愛買', '義美門市']",,https://eatender.firdi.org.tw/product/detail?id=13732
百仕可介護豬肉洋芋煮,端強實業股份有限公司,配菜,"['PChome24H購物', 'MOMO購物網']",https://www.boscogen.com.tw/pages/food-care,https://eatender.firdi.org.tw/product/detail?id=13742
虱目魚蘿蔔糕,板田實業有限公司,主食,['萬佳鄉早午餐全國咖啡連鎖'],,https://eatender.firdi.org.tw/product/detail?id=13808
猴頭菇四神粥,鮮湧企業股份有限公司,主食,,https://www.shianyong.com.tw/products/%E7%8C%B4%E9%A0%AD%E8%8F%87%E5%9B%9B%E7%A5%9E%E7%B2%A5300g,https://eatender.firdi.org.tw/product/detail?id=13809
純雞肉鬆（棕櫚油）,新東陽股份有限公司,配菜,['復興空廚／新東陽特販課(業務客戶平台)'],,https://eatender.firdi.org.tw/product/detail?id=13743
日幸一日營養粥(蒜香蛤蜊IDDSI3),誠安和生技有限公司,主食,,https://rihshin.com/product/一日營養-粥品/,https://eatender.firdi.org.tw/product/detail?id=13806
猴頭菇地瓜桂圓粥,鮮湧企業股份有限公司,主食,,https://www.shianyong.com.tw/products/%E7%8C%B4%E9%A0%AD%E8%8F%87%E5%9C%B0%E7%93%9C%E6%A1%82%E5%9C%9,https://eatender.firdi.org.tw/product/detail?id=13812
日幸一日營養粥(蒜香蛤蜊IDDSI5),誠安和生技有限公司,主食,,https://rihshin.com/product/一日營養-粥品/,https://eatender.firdi.org.tw/product/detail?id=13815
日幸一日營養粥(砂鍋魚頭IDDSI3),誠安和生技有限公司,主食,,https://rihshin.com/product/一日營養-粥品/,https://eatender.firdi.org.tw/product/detail?id=13816
日幸一日營養粥(砂鍋魚頭IDDSI5),誠安和生技有限公司,主食,,https://rihshin.com/product/一日營養-粥品/,https://eatender.firdi.org.tw/product/detail?id=13817
源順真粥道風味素肉粥,源順食品有限公司,主食,"['蝦皮購物', '東森購物', '光南批發商場、新東陽']",https://reurl.cc/12y8ap,https://eatender.firdi.org.tw/product/detail?id=13824
安永滴雞精,安永生活事業股份有限公司,其他,"['安永鮮物電子商務網站', '安永鮮物門市']",,https://eatender.firdi.org.tw/product/detail?id=13296
綠野農莊極鮮滴雞精,超秦企業股份有限公司,其他,"['蝦皮購物', 'MOMO購物']",,https://eatender.firdi.org.tw/product/detail?id=13297
草本誠食丹參滴雞精,威芯企業社,其他,"['大葉高島屋b1超市', '奧丁丁', 'superbuy']",,https://eatender.firdi.org.tw/product/detail?id=13298
Hi-Q褐藻醣膠鱸魚精,中華海洋生技股份有限公司,其他,"['杏一連鎖藥局', '丁丁連鎖藥局', '佑全連鎖藥局', 'Hi-Q商城', '大樹連鎖藥局']",,https://eatender.firdi.org.tw/product/detail?id=13302
御牧牛常溫牛肉精,鈜景食品企業股份有限公司,其他,"['御牛殿麵鍋食堂台北新光三越店', '鈜景國產肉品專賣店嘉義縣府店', '鈜景國產肉品專賣店台北東門店']",,https://eatender.firdi.org.tw/product/detail?id=13301
好濃放山土雞滴雞精,御食股份有限公司,其他,"['台灣好農超值市集(民生店)', '台灣好農']",,https://eatender.firdi.org.tw/product/detail?id=13299
邱家兄弟生態鱸魚精,邱家兄弟企業社,其他,"['主婦聯盟', '鱻魚購', '鮮拾Pick-Up']",,https://eatender.firdi.org.tw/product/detail?id=13303
Fun心鮮蝦-虱目魚滴魚精,宏洋冷凍水產有限公司,其他,"['樂天', '麻豆農會生鮮超市', '蝦皮', '回到餐桌', '三魚直賣所', 'fun心鮮蝦']",,https://eatender.firdi.org.tw/product/detail?id=13304
御牧牛滴牛肉精,鈜景食品企業股份有限公司,其他,"['御牛殿麵鍋食堂台北新光三越店', '鈜景國產肉品專賣店嘉義縣府店', '鈜景國產肉品專賣店台北東門店']",,https://eatender.firdi.org.tw/product/detail?id=13300
蓁愛滴虱目魚精,蓁愛養生食品有限公司,其他,,https://www.942.tw/products/%E9%81%B5%E5%BE%AA%E5%8F%A4%E6%B3%95%E9%99%B6%E7%94%95%EF%BC%8D%E8%93%81,https://eatender.firdi.org.tw/product/detail?id=13670
勝蒜在握黑蒜精,詠統生物科技股份有限公司,其他,"['udnshopping', 'momo購物網', 'GOODS好東西', '遠傳friday購物', 'PINKOI']",,https://eatender.firdi.org.tw/product/detail?id=13305
蓁愛滴牛肉精,蓁愛養生食品有限公司,其他,,https://www.942.tw/products/%E9%81%B5%E5%BE%AA%E5%8F%A4%E6%B3%95%E9%99%B6%E7%94%95%EF%BC%8D%E8%93%81,https://eatender.firdi.org.tw/product/detail?id=13672
紅椒舒肥雞胸,立高生機股份有限公司,主菜,"['門市(台北通化門市)；專櫃(中和環球B2店、台大醫院附設西址商場、台中第六市場)', '聖德科斯']",https://www.uneedchicken.com/,https://eatender.firdi.org.tw/product/detail?id=13692
蔗香煙燻舒肥雞胸,立高生機股份有限公司,主菜,"['門市(台北通化門市)；專櫃(中和環球B2店、台大醫院附設西址商場、台中第六市場)', '聖德科斯']",https://www.uneedchicken.com/,https://eatender.firdi.org.tw/product/detail?id=13691
喫雞桃木燻雞胸,元進莊企業股份有限公司,主菜,"['蝦皮', '台中新光三越-中港店B2元進莊', '全家便利商店']",https://www.yjcfood.com/,https://eatender.firdi.org.tw/product/detail?id=13700
黑胡椒湖鹽舒肥雞胸肉,碁富食品股份有限公司,主菜,"['蝦皮商城', 'MOMO購物網', '愛合購']",https://www.kklife.com.tw/product_detail.php?id=486,https://eatender.firdi.org.tw/product/detail?id=13726
紹興雞肉捲,元進莊企業股份有限公司,主菜,"['蝦皮', '台中新光三越-中港店B2元進莊']",https://www.yjcfood.com/products/%E7%B4%B9%E8%88%88%E9%9B%9E%E8%82%89%E6%8D%B2,https://eatender.firdi.org.tw/product/detail?id=13701
迷迭香舒肥雞胸肉,碁富食品股份有限公司,主菜,"['蝦皮商城', 'MOMO購物網', '愛合購']",https://www.kklife.com.tw/product_detail.php?id=484,https://eatender.firdi.org.tw/product/detail?id=13727
超秦肉品就是嫩雞(嚴選黑胡椒),超秦企業股份有限公司,主菜,['綠野農莊體驗館'],,https://eatender.firdi.org.tw/product/detail?id=13729
馬偕x優加_軟心肉排餐系列產品(滷肉豬),聯夏食品工業股份有限公司,主菜,['樂齡網'],https://shop.utcfoods.com.tw/SalePage/Index/7457259,https://eatender.firdi.org.tw/product/detail?id=13759
產銷履歷龍虎班菲力一夜干,魚之達人水產股份有限公司,主菜,"['香港AEON超市', '全家好生凍.ok便利商店預購']",https://store.oceanesh.com/products/grouper-180g%C2%B110,https://eatender.firdi.org.tw/product/detail?id=13736
輕調味老饕鰻魚,屏榮實業股份有限公司,主菜,,https://www.pingroun.com.tw/ecommerce/%E3%80%90%E5%B1%8F%E6%A6%AE%E5%9D%8A%E3%80%91%E5%8D%8A%E8%92%B,https://eatender.firdi.org.tw/product/detail?id=13775
馬偕x優加_軟心肉排餐系列產品(三杯雞),聯夏食品工業股份有限公司,主菜,['樂齡網'],https://shop.utcfoods.com.tw/SalePage/Index/7457266,https://eatender.firdi.org.tw/product/detail?id=13761
頂級白燒鰻魚,屏榮實業股份有限公司,主菜,,https://www.pingroun.com.tw/ecommerce/%E3%80%90%E5%B1%8F%E6%A6%AE%E5%9D%8A%E3%80%91%E7%99%BD%E7%87%9,https://eatender.firdi.org.tw/product/detail?id=13776
紅藜麥雞豆腐粥,漢典有限公司,點心,"['樂食刻', '中化銀髮好物嚴選']",,https://eatender.firdi.org.tw/product/detail?id=13247
豚骨菲力糙米粥,台灣農畜產工業股份有限公司農科分公司,點心,['台畜官網'],,https://eatender.firdi.org.tw/product/detail?id=13245
養生豆漿粥,漢典有限公司,點心,"['樂食刻', '中化銀髮好物嚴選']",,https://eatender.firdi.org.tw/product/detail?id=13246
銀耳枸杞粥,頂裕食品股份有限公司,點心,['官網電商'],,https://eatender.firdi.org.tw/product/detail?id=13241
紅豆紅藜粥,頂裕食品股份有限公司,點心,['官網電商'],,https://eatender.firdi.org.tw/product/detail?id=13243
芝麻山藥粥,頂裕食品股份有限公司,點心,['官網電商'],,https://eatender.firdi.org.tw/product/detail?id=13244
綠豆薏仁粥,頂裕食品股份有限公司,點心,"['家樂福', 'OK', '7-11']",,https://eatender.firdi.org.tw/product/detail?id=13242
萊斯飯店-海帶芽糙米粥,瑞士達實業股份有限公司,點心,"['豆之味商城', '里仁超市']",,https://eatender.firdi.org.tw/product/detail?id=13240
廣達香拌飯魯肉醬,廣達香食品股份有限公司,配菜,"['MOMO購物網', 'Yahoo超級商城', '蝦皮', '美廉社', '家樂福、大潤發、愛買']",https://www.kthfoods.com/canned-food-2/,https://eatender.firdi.org.tw/product/detail?id=13744
甜菜根山藥粥,佳質食品研發有限公司,點心,"['PCHOME', '遠東都會CitySuper超市']",,https://eatender.firdi.org.tw/product/detail?id=13239
印度薑黃咖哩肉醬,世達流通股份有限公司,配菜,"['蝦皮購物', 'Momo購物', '柑仔店、健康食彩、無毒的家、心樸市集', 'Jasons、CitySuper、微風超市、誠品知味市集、新光三越超市']",https://www.laurel-nutrilab.com/products/%E5%8D%B0%E5%BA%A6%E8%96%91%E9%BB%83%E5%92%96%E5%93%A9%E8%8,https://eatender.firdi.org.tw/product/detail?id=13747
紅藜麥櫻花蝦粥,佳質食品研發有限公司,點心,"['PCHOME', '遠東都會CitySuper超市']",,https://eatender.firdi.org.tw/product/detail?id=13238
波隆那蕃茄肉醬,世達流通股份有限公司,配菜,"['蝦皮購物', 'Momo購物', '柑仔店、健康食彩、無毒的家、心樸市集', 'Jasons、CitySuper、微風超市、誠品知味市集、新光三越超市']",https://www.laurel-nutrilab.com/products/%E6%B3%A2%E9%9A%86%E9%82%A3%E8%95%83%E8%8C%84%E8%82%89%E9%8,https://eatender.firdi.org.tw/product/detail?id=13748
新東陽煙燻里肌火腿片,新東陽股份有限公司,配菜,['家樂福&大潤發&愛買'],,https://eatender.firdi.org.tw/product/detail?id=13753
植物香鬆-牛蒡,緒裕生技股份有限公司,配菜,['目前超市及門市皆以單罐方式銷售：SOGO超市、微風超市、Jasons超市、唯素主義、台畜門市'],https://www.nomeating.com/product_d.php?lang=tw&tb=1&id=63,https://eatender.firdi.org.tw/product/detail?id=13762
百仕可介護雞肉親子丼,端強實業股份有限公司,配菜,"['PChome24H購物', 'MOMO購物網']",https://www.boscogen.com.tw/pages/food-care,https://eatender.firdi.org.tw/product/detail?id=13758
津醬天津炸醬,頤品食品有限公司,配菜,"['Pinkoi', '蝦皮']",https://www.jinsauces.com/product_d.php?lang=tw&tb=1&id=56,https://eatender.firdi.org.tw/product/detail?id=13764
愛之味麻婆豆腐,愛之味股份有限公司,配菜,"['生活市集', 'momo購物網', '東森得易購', 'PChome24h購物', '全聯', '家樂福']",https://agvmall.agv.com.tw/product/details/209,https://eatender.firdi.org.tw/product/detail?id=13798
芙蓉白玉雞肉丸,鮮湧企業股份有限公司,配菜,,https://www.shianyong.com.tw/products/%E7%8F%8D%E5%A5%BD%E9%A3%9F%E8%8A%99%E8%93%89%E7%99%BD%E7%8E%8,https://eatender.firdi.org.tw/product/detail?id=13825
津醬古早味肉燥醬,頤品食品有限公司,配菜,"['Pinkoi', '蝦皮']",https://www.jinsauces.com/product_d.php?lang=tw&tb=1&id=76,https://eatender.firdi.org.tw/product/detail?id=13784
糧莘發芽紅藜熟粉,糧莘農場,飲品,"['糧莘官網', 'PChome商店街', '蝦皮賣場', 'PChome商店街']",,https://eatender.firdi.org.tw/product/detail?id=13226
Cepis有機營養黑寶黑米芝麻飲(無加糖),駱駝鈴生機股份有限公司,飲品,"['健康食彩有機店', '健康食彩線上購物']",,https://eatender.firdi.org.tw/product/detail?id=13227
璞韻四季青茶,統一企業股份有限公司,飲品,['7-11'],,https://eatender.firdi.org.tw/product/detail?id=13224
吉品保健青汁纖穀植物奶,吉品養生股份有限公司,飲品,"['誠品書店線上', 'momo', 'pchome', '東森購物', '可購樂']",,https://eatender.firdi.org.tw/product/detail?id=13225
天然果罐子冰糖地瓜雪耳,長松食品有限公司,飲品,['長松食品'],,https://eatender.firdi.org.tw/product/detail?id=13223
植品良食雪耳牛蒡根隨身飲,綠品鑫田有限公司,飲品,"['聖德科斯', 'PChome', '吳寶春麵包', '遠東百貨公司-各分公司異國食品館', '雅虎超級商城', 'momo', '健康優購網', '松果']",,https://eatender.firdi.org.tw/product/detail?id=13222
光茵樂活纖潤鮮銀耳,光茵生物科技股份有限公司,飲品,['MOMO'],,https://eatender.firdi.org.tw/product/detail?id=13220
優補達人海礦仙草雪耳,宣美國際股份有限公司,飲品,['官網'],,https://eatender.firdi.org.tw/product/detail?id=13221
光茵樂活有機鮮銀耳,光茵生物科技股份有限公司,飲品,"['聖德科斯', 'MOMO', '天和鮮物', '里仁']",,https://eatender.firdi.org.tw/product/detail?id=13219
宗鴻天地黑糖黑木耳露,宗鴻國際股份有限公司,飲品,"['杏一藥局', '聖德科斯']",,https://eatender.firdi.org.tw/product/detail?id=13217
宗鴻天地紅棗黑木耳露,宗鴻國際股份有限公司,飲品,"['杏一藥局', '聖德科斯']",,https://eatender.firdi.org.tw/product/detail?id=13218
有機杏仁穀物飲,貫金食品股份有限公司,飲品,['YESNATURE'],,https://eatender.firdi.org.tw/product/detail?id=13216
蒲燒鯛魚肉排,亞諾企業有限公司,主菜,['https://www.pingroun.com.tw/ecommerce/%E5%8E%9A%E5'],,https://eatender.firdi.org.tw/product/detail?id=13781
明太子玉子燒,屏榮實業股份有限公司,主菜,,https://www.pingroun.com.tw/ecommerce/product1/tamagoyaki/%E6%98%8E%E5%A4%AA%E5%AD%90%E7%8E%89%E5%AD,https://eatender.firdi.org.tw/product/detail?id=13778
蒲燒鱸魚片,亞諾企業有限公司,主菜,['https://www.pingroun.com.tw/ecommerce/%E8%92%B2%E7'],,https://eatender.firdi.org.tw/product/detail?id=13780
櫻花蝦玉子燒,屏榮實業股份有限公司,主菜,,https://www.pingroun.com.tw/ecommerce/product1/tamagoyaki/%E6%AB%BB%E8%8A%B1%E8%9D%A6%E7%8E%89%E5%AD,https://eatender.firdi.org.tw/product/detail?id=13779
輕調味蒲燒虱目魚肚,亞諾企業有限公司,主菜,['https://www.pingroun.com.tw/ecommerce/product1/shi'],,https://eatender.firdi.org.tw/product/detail?id=13787
紅燒牛肉湯(爐),得意中華食品有限公司,主菜,"['台灣滷味博物館、餐廳業務用', '東森購物']",,https://eatender.firdi.org.tw/product/detail?id=13783
博客蒜香黑胡椒雞胸肉,統一企業股份有限公司,主菜,['7-ELEVEN'],https://www.pecos.com.tw/brands-%E5%8D%9A%E5%AE%A2.html,https://eatender.firdi.org.tw/product/detail?id=13804
香魚,得意中華食品有限公司,主菜,"['台灣滷味博物館', '東森購物', '福華Homia', '安永鮮物']",,https://eatender.firdi.org.tw/product/detail?id=13796
三機清蒸豆鼓植物鱈魚排,鈺統食品股份有限公司,主菜,,https://shop.sungift.tw/products/%E6%B8%85%E8%92%B8%E8%B1%86%E9%BC%93%E6%A4%8D%E7%89%A9%E9%B1%88%E9%,https://eatender.firdi.org.tw/product/detail?id=13814
靈芝多醣雞精萃,世達流通股份有限公司,其他,"['天下網路書店', '蝦皮購物', 'Momo購物', '柑仔店、健康食彩、無毒的家、心樸市集', 'Jasons、CitySuper、微風超市、誠品知味市集、新光三越超市']",https://www.laurel-nutrilab.com/products/%E9%9D%88%E8%8A%9D%E5%A4%9A%E9%86%A3%E9%9B%9E%E7%B2%BE%E8%9,https://eatender.firdi.org.tw/product/detail?id=13684
三機鮮蔬植物肉丸,鈺統食品股份有限公司,主菜,,https://shop.sungift.tw/products/%E9%AE%AE%E8%94%AC%E6%A4%8D%E7%89%A9%E8%82%89%E4%B8%B8,https://eatender.firdi.org.tw/product/detail?id=13818
植物肉漢堡排餐-蔬菜咖哩醬,緒裕生技股份有限公司,主菜,['聖德科斯'],https://nomeating.com/product.php?lang=tw&tb=1&cid=27,https://eatender.firdi.org.tw/product/detail?id=13833
赤羽滴雞精,立高生機股份有限公司,其他,"['蝦皮', '門市(台北通化門市)；專櫃(中和環球B2店、台大醫院附設西址商場、台中第六市場)']",https://www.uneedchicken.com/products/checkenessence-giftbox,https://eatender.firdi.org.tw/product/detail?id=13693
心焙雞精,統一企業股份有限公司,其他,"['康是美', '康是美']",,https://eatender.firdi.org.tw/product/detail?id=13689
花賜康-紫錐花寶貝護體凍,台灣德瑞特生物科技股份有限公司,其他,,https://www.flothy.tw/products/echinaceatonic-cx1-1,https://eatender.firdi.org.tw/product/detail?id=13690
蓁愛古早味原味雞精,蓁愛養生食品有限公司,其他,,https://www.942.tw/products/%E9%81%B5%E5%BE%AA%E5%8F%A4%E6%B3%95%EF%BC%8D%E8%93%81%E6%84%9B%E3%80%90,https://eatender.firdi.org.tw/product/detail?id=13698
純煉-原味滴雞精,寶島手路菜有限公司,其他,"['pchome購物網', 'momo購物網', 'yahoo購物中心', '無', '無', '無', '無', '無']",https://www.privatecuisine.tw/categories/%E5%8E%9F%E5%91%B3%E6%BB%B4%E9%9B%9E%E7%B2%BE,https://eatender.firdi.org.tw/product/detail?id=13697
魚青淬鯖魚精,蘇澳區漁會,其他,['祝大漁門市'],https://www.afish.com.tw/,https://eatender.firdi.org.tw/product/detail?id=13695
黃金蟲草飲30入,順天本草股份有限公司,其他,"['PCHOME購物', '東森購物', 'momo購物網', '中藥房、中醫診所', '有', '無', '無', '無', '無']",http://www.suntenherb.com.tw/tw/product/show.aspx?num=210&kind=3&page=1,https://eatender.firdi.org.tw/product/detail?id=13714
精燉鱸魚煲湯,峰漁股份有限公司,其他,"['好市多線上購物', '好市多']",,https://eatender.firdi.org.tw/product/detail?id=13720
品純萃鱸魚精,食安生技股份有限公司,其他,"['YAHOO', 'PCHOME', 'MOMO購物網', '無', '無', '聖德科斯、有機園地、正直村', 'CITYSUPER', '無', '7-ELEVEN(醫院型門市)']",https://www.natural-essence.com.tw/,https://eatender.firdi.org.tw/product/detail?id=13737
光茵樂活御沛黑穀飲,光茵生物科技股份有限公司,飲品,"['生活市集', '聖德科斯', 'MOMO']",,https://eatender.firdi.org.tw/product/detail?id=13215
品純萃牛蒡鱸魚精,食安生技股份有限公司,其他,"['PCHOME', 'MOMO購物網']",https://www.natural-essence.com.tw/collections/frontpage,https://eatender.firdi.org.tw/product/detail?id=13751
柚香人蔘胜肽精萃,世達流通股份有限公司,其他,"['天下網路書店', '蝦皮購物', 'Momo購物', '柑仔店、健康食彩、無毒的家、心樸市集', 'Jasons、CitySuper、微風超市、誠品知味市集、新光三越超市']",https://www.laurel-nutrilab.com/products/%E6%9F%9A%E9%A6%99%E4%BA%BA%E8%94%98%E8%83%9C%E8%82%BD%E7%B,https://eatender.firdi.org.tw/product/detail?id=13746
純濃燕麥(葡萄糖胺活力雙效),愛之味股份有限公司,飲品,"['PChome24h', 'MOMO', '全聯', '量販', '各大超市', '7-11']",,https://eatender.firdi.org.tw/product/detail?id=13212
御藜麥,愛之味股份有限公司,飲品,"['PChome24h', 'MOMO', '各大超市', '全聯', '量販', '7-11']",,https://eatender.firdi.org.tw/product/detail?id=13213
有機亞麻穀物飲,貫金食品股份有限公司,飲品,"['棉花田', 'YESNATURE']",,https://eatender.firdi.org.tw/product/detail?id=13214
有機燕麥豆奶,御食股份有限公司,飲品,"['台灣好農超值市集(民生店)', '台灣好農']",,https://eatender.firdi.org.tw/product/detail?id=13211
日全食飲品-杏仁米豆奶,格林全食物股份有限公司,飲品,"['陽明春天', '一之軒麵包店', '新光三越百貨-美麗超市', '誠品書店-知味市集', '元榆牧場']",,https://eatender.firdi.org.tw/product/detail?id=13210
統一陽光糙米漿,統一企業股份有限公司,飲品,"['全聯', '美廉社', '惠康', '量販店(家樂福、大潤發、愛買)', '便利商店(7-11、全家、萊爾富、OK)']",,https://eatender.firdi.org.tw/product/detail?id=13209
2021社會企業|老梅肉,友聚生機實業股份有限公司,其他,"['愛飯團', 'Pinkoi', '台灣主婦聯盟生活消費合作社/GREEN&SAFE永豐餘生技/健康食彩', '家樂福Impact概念店']",https://www.2021.com.tw/SalePage/Index/6341452,https://eatender.firdi.org.tw/product/detail?id=13789
純煉-紅棗枸杞滴雞精,寶島手路菜有限公司,其他,"['pchome購物網', 'momo購物網', 'yahoo購物中心', '無', '無', '無', '無', '無']",https://www.privatecuisine.tw/,https://eatender.firdi.org.tw/product/detail?id=13788
有機乾燥雨來菇,沁園企業社,其他,"['三立電電購', '恆春農會超市']",https://www.facebook.com/sgshealthy,https://eatender.firdi.org.tw/product/detail?id=13786
純煉-十全龜鹿滴雞精,寶島手路菜有限公司,其他,"['pchome購物網', 'momo購物網', 'yahoo購物中心', '無', '無', '無', '無', '無']",https://www.privatecuisine.tw/categories/%E5%8D%81%E5%85%A8%E9%BE%9C%E9%B9%BF%E6%BB%B4%E9%9B%9E%E7%B,https://eatender.firdi.org.tw/product/detail?id=13803
安永-石斑魚高湯,安永生活事業股份有限公司,其他,['安永鮮物'],https://www.anyongfresh.com/Product/11917,https://eatender.firdi.org.tw/product/detail?id=13797
黃金蟲草飲6入,順天本草股份有限公司,其他,"['PCHOME購物', '東森購物', 'momo購物網', '中藥房、中醫診所', '有', '無', '無', '無', '無']",http://www.suntenherb.com.tw/tw/product/show.aspx?num=210&kind=3&page=1,https://eatender.firdi.org.tw/product/detail?id=13810
芳茲日月養生滴雞精,芳茂企業股份有限公司,其他,"['pinkoi', '蝦皮商城', 'momo購物網', '振興醫院、台北市立萬芳醫院、台中榮民總醫院']",https://www.fun-s.com.tw/products/essenceofchicken-pack,https://eatender.firdi.org.tw/product/detail?id=13801
芳茲日月養生滴魚精,芳茂企業股份有限公司,其他,"['pinkoi', '蝦皮商城', 'momo購物網', '振興醫院、台北市立萬芳醫院、台中榮民總醫院']",https://www.fun-s.com.tw/categories/essenceoffish,https://eatender.firdi.org.tw/product/detail?id=13805
芳茲燕窩胜肽美妍飲,芳茂企業股份有限公司,其他,"['蝦皮商城', 'momo購物網', '振興醫院、台北市立萬芳醫院、台中榮民總醫院']",https://www.fun-s.com.tw/categories/cubilose-beauty,https://eatender.firdi.org.tw/product/detail?id=13830
芳茲燕窩胜肽銀耳飲,芳茂企業股份有限公司,其他,"['pinkoi', '蝦皮商城', 'momo購物網', '振興醫院、台北市立萬芳醫院、台中榮民總醫院']",https://www.fun-s.com.tw/categories/cubilose,https://eatender.firdi.org.tw/product/detail?id=13831
